"country","year","suicides","population","suicide_per_100k","gdp_per_capita"
"Trinidad and Tobago",2010,160,1231002,12.9975418398995,18000
"Trinidad and Tobago",2011,139,1237186,11.2351740158715,20557
"Turkey",2009,1050,65962419,1.59181548511737,9773
"Turkey",2010,1524,66975131,2.2754714731353,11525
"Turkey",2011,1148,68034357,1.68738274398625,12237
"Turkey",2012,1450,68976439,2.10216708925783,12671
"Turkey",2013,1810,69880352,2.59014150358029,13603
"Turkey",2014,1617,70931420,2.27966675416903,13170
"Turkey",2015,1532,71880464,2.13131623635596,11961
"Turkmenistan",1987,272,2859100,9.51348326396418,815
"Turkmenistan",1988,270,2926300,9.22666848921847,1029
"Turkmenistan",1989,253,2999000,8.43614538179393,1003
"Turkmenistan",1990,298,3079800,9.67595298396,1036
"Turkmenistan",1991,273,3162500,8.63241106719368,1014
"Turkmenistan",1992,271,3252900,8.33102769836146,984
"Turkmenistan",1993,240,3331100,7.20482723424695,954
"Turkmenistan",1994,234,3423100,6.83590897140019,748
"Turkmenistan",1995,244,3818200,6.3904457597821,650
"Turkmenistan",1996,283,3913000,7.23230258113979,608
"Turkmenistan",1997,333,4006400,8.31170127795527,612
"Turkmenistan",1998,405,4099200,9.87997658079625,636
"Turkmenistan",1999,442,3958754,11.1651292300557,619
"Turkmenistan",2000,383,4026478,9.51203508376303,721
"Turkmenistan",2001,445,4095981,10.8643082084609,863
"Turkmenistan",2002,416,4143692,10.0393562069768,1077
"Turkmenistan",2003,377,4177740,9.02401777037346,1431
"Turkmenistan",2004,392,4211000,9.30895274281643,1624
"Turkmenistan",2005,468,4252530,11.0052133671015,1906
"Turkmenistan",2006,506,4287650,11.8013363963943,2397
"Turkmenistan",2007,354,4342657,8.15169146446519,2916
"Turkmenistan",2008,484,4412135,10.9697459393242,4368
"Turkmenistan",2009,165,4484467,3.67936702399639,4508
"Turkmenistan",2010,178,4551185,3.91106931491469,4962
"Turkmenistan",2011,130,4626095,2.81014548987861,6319
"Turkmenistan",2012,138,4690058,2.9423943158059,7498
"Turkmenistan",2013,101,4748055,2.12718681649644,8255
"Turkmenistan",2014,136,4811227,2.82672174894263,9046
"Turkmenistan",2015,133,4886514,2.72177671035016,7326
"Ukraine",1987,10050,47374200,21.2140785490837,1353
"Ukraine",1988,9751,47549900,20.5068780375984,1571
"Ukraine",1989,10887,47761700,22.7944147716685,1732
"Ukraine",1990,10645,47971600,22.1902125424209,1698
"Ukraine",1991,10700,48200600,22.1988937897039,1607
"Ukraine",1992,11666,48487300,24.0599084708779,1525
"Ukraine",1993,12469,48680500,25.6139521985189,1349
"Ukraine",1994,13826,48619000,28.437442152245,1081
"Ukraine",1995,14541,48415300,30.0338942441749,996
"Ukraine",1996,15160,48174500,31.4689306583358,925
"Ukraine",1997,14903,47923000,31.097802725205,1046
"Ukraine",1998,14789,47675400,31.0201907063181,879
"Ukraine",1999,14363,47415400,30.2918461090701,666
"Ukraine",2000,14467,47125400,30.6989436694437,663
"Ukraine",2001,13131,46805969,28.0541142092369,812
"Ukraine",2002,12536,46060017,27.2166638583742,920
"Ukraine",2003,12313,45697383,26.9446502002095,1097
"Ukraine",2004,11256,45322826,24.8351680453465,1432
"Ukraine",2005,10621,44939270,23.6341177771691,1917
"Ukraine",2006,10013,44560034,22.4708087071926,2418
"Ukraine",2007,10032,44198672,22.6975145316583,3229
"Ukraine",2008,9454,43856123,21.5568530761372,4104
"Ukraine",2009,9715,43557944,22.30362388087,2691
"Ukraine",2010,9089,43296809,20.9923091560858,3141
"Ukraine",2011,8973,43074791,20.8312096047082,3788
"Ukraine",2012,9058,42915935,21.1063792505045,4096
"Ukraine",2014,7968,40464165,19.6914974027019,3299
"Ukraine",2015,7574,40345446,18.7728746386891,2256
"United Arab Emirates",2005,96,4280433,2.24276375777871,42196
"United Arab Emirates",2006,90,4923879,1.82782720696427,45110
"United Arab Emirates",2007,101,5695389,1.77336438301229,45285
"United Arab Emirates",2008,100,6510358,1.53601384132793,48457
"United Arab Emirates",2009,124,7252480,1.70975997176138,34960
"United Arab Emirates",2010,111,7839736,1.41586400358379,36964
"United Kingdom",1985,5105,53006535,9.63088796504054,9231
"United Kingdom",1986,4839,53119533,9.10964333967319,11323
"United Kingdom",1987,4594,53239668,8.62890429744979,13996
"United Kingdom",1988,4971,53310780,9.3245681267466,17072
"United Kingdom",1989,4361,53425129,8.1628254000098,17349
"United Kingdom",1990,4643,53557854,8.66913002152775,20411
"United Kingdom",1991,4547,53903427,8.43545624659449,21201
"United Kingdom",1992,4628,54076358,8.55826866151008,21815
"United Kingdom",1993,4462,54283982,8.21973598031183,19553
"United Kingdom",1994,4380,54497293,8.03709644807495,20927
"United Kingdom",1995,4315,54746964,7.8817155961379,24389
"United Kingdom",1996,4165,55012207,7.57104691327872,25609
"United Kingdom",1997,4143,55266635,7.49638547742232,28091
"United Kingdom",1998,4389,55527379,7.90420884083147,29508
"United Kingdom",1999,4448,55833339,7.96656635563207,29832
"United Kingdom",2000,4290,56133909,7.6424394388782,29358
"United Kingdom",2001,4128,55571993,7.4282021881058,29179
"United Kingdom",2002,4117,55908944,7.36375918672333,31630
"United Kingdom",2003,3979,56171771,7.08362924857755,36289
"United Kingdom",2004,4183,56455011,7.40943970412122,42486
"United Kingdom",2005,4047,56809024,7.12386820798048,44372
"United Kingdom",2006,4122,57091129,7.22003588333312,47163
"United Kingdom",2007,3897,57382757,6.79123869910956,53576
"United Kingdom",2008,4259,57683372,7.38341024862416,50111
"United Kingdom",2009,4246,58013559,7.31897865462796,41074
"United Kingdom",2010,4188,58403529,7.17079955904719,41798
"United Kingdom",2011,4393,58881852,7.46070283251281,44491
"United Kingdom",2012,4444,59708630,7.44281019343435,44585
"United Kingdom",2013,4824,60091793,8.02771852722051,45594
"United Kingdom",2014,4788,60570482,7.90484051290858,49906
"United Kingdom",2015,4910,61082942,8.03825067888839,47240
"United States",1985,29446,220723000,13.3407030531481,19693
"United States",1986,30892,222953000,13.8558350863186,20588
"United States",1987,30783,225148000,13.6723399719296,21631
"United States",1988,30388,227353000,13.3659991291076,23103
"United States",1989,30218,229487000,13.1676304104372,24654
"United States",1990,30895,229952200,13.4354009224526,26004
"United States",1991,30790,232955000,13.2171449421562,26503
"United States",1992,30471,235565600,12.9352503081944,27760
"United States",1993,31084,238092300,13.0554411041432,28891
"United States",1994,31123,240614100,12.9348196967676,30375
"United States",1995,31272,243164200,12.8604457399568,31518
"United States",1996,30879,245997800,12.552551282979,32928
"United States",1997,30517,248486400,12.2811550249833,34644
"United States",1998,30558,251332500,12.158395750649,36164
"United States",1999,29183,253748671,11.5007498896418,38072
"United States",2000,29343,262246108,11.1891079047015,39218
"United States",2001,30607,265427546,11.5312070888076,40018
"United States",2002,31645,268759559,11.7744649223807,40845
"United States",2003,31477,271041510,11.613350294573,42468
"United States",2004,32428,273584136,11.8530264488728,44867
"United States",2005,32629,276106680,11.8175337155914,47423
"United States",2006,33292,278980848,11.9334356600708,49666
"United States",2007,34596,280658606,12.326719815604,51585
"United States",2008,36030,282355565,12.7605064203357,52128
"United States",2009,36900,285162662,12.9399830052084,50563
"United States",2010,38362,287839149,13.3275824825344,51989
"United States",2011,39508,290313825,13.6087215274712,53452
"United States",2012,40596,292827128,13.8634696441103,55170
"United States",2013,41143,295322862,13.9315323308766,56520
"United States",2014,42769,297749735,14.3640765960715,58531
"United States",2015,44189,300078511,14.7258128723519,60387
"Uruguay",1985,287,2737400,10.4844012566669,1729
"Uruguay",1986,262,2757600,9.501015375689,2132
"Uruguay",1987,258,2778900,9.28424916333801,2651
"Uruguay",1988,268,2799600,9.57279611373053,2934
"Uruguay",1989,344,2820700,12.1955542950331,2992
"Uruguay",1990,315,2834000,11.1150317572336,3281
"Uruguay",1993,418,2896228,14.4325653919512,5180
"Uruguay",1994,406,2920296,13.9027002742188,5984
"Uruguay",1995,427,2943816,14.504982648372,6555
"Uruguay",1996,393,2967278,13.2444617592285,6914
"Uruguay",1997,456,2991662,15.242363609258,8012
"Uruguay",1998,521,3014887,17.280913015977,8420
"Uruguay",1999,450,3034833,14.827834019203,7903
"Uruguay",2000,555,3050169,18.195713089996,7483
"Uruguay",2001,499,3061024,16.3017343215865,6827
"Uruguay",2002,675,3065257,22.0209920407979,4439
"Uruguay",2003,535,3065772,17.4507432385709,3929
"Uruguay",2004,520,3066489,16.957504168448,4463
"Uruguay",2005,498,3070178,16.2205578959917,5655
"Uruguay",2006,528,3077445,17.1570897286548,6362
"Uruguay",2007,576,3087957,18.653109483066,7581
"Uruguay",2008,523,3100791,16.8666640221801,9793
"Uruguay",2009,511,3114306,16.4081500019587,10166
"Uruguay",2010,547,3127306,17.4910929726736,12882
"Uruguay",2012,599,3151939,19.0041748904405,16264
"Uruguay",2013,546,3164670,17.2529837234214,18179
"Uruguay",2014,591,3177645,18.5986792105474,18012
"Uruguay",2015,630,3190795,19.7442957006013,16696
"Uzbekistan",1990,1459,17165700,8.49950773927076,778
"Uzbekistan",1991,1393,17347800,8.02983663634582,788
"Uzbekistan",1992,1344,18257000,7.36155994960837,709
"Uzbekistan",1993,1355,18509300,7.32064421669107,708
"Uzbekistan",1994,1419,19144700,7.4119730264773,674
"Uzbekistan",1995,1485,19599000,7.57691718965253,681
"Uzbekistan",1996,1699,19854500,8.55725402301745,703
"Uzbekistan",1997,1554,20364300,7.63100131111799,724
"Uzbekistan",1998,1620,20861200,7.7656127164305,719
"Uzbekistan",1999,1795,21329916,8.41541054357645,801
"Uzbekistan",2000,1919,21789067,8.80716921013644,632
"Uzbekistan",2001,1914,22231527,8.60939511712353,513
"Uzbekistan",2002,1576,22632256,6.96351260784608,428
"Uzbekistan",2003,1416,22982883,6.16110694206641,441
"Uzbekistan",2004,1251,23300841,5.36890492493383,516
"Uzbekistan",2005,1221,23600347,5.17365274332619,606
"Uzbekistan",2009,1399,25288102,5.53224595503451,1332
"Uzbekistan",2010,1464,25651783,5.70720561607745,1533
"Uzbekistan",2011,1640,25978049,6.31302219808732,1767
"Uzbekistan",2012,1835,26381830,6.95554478214741,1964
"Uzbekistan",2013,1950,26838924,7.26556698025599,2150
"Uzbekistan",2014,2095,27313507,7.67019775234282,2309
